0 		 parameter nu_bar
0.1 		 parameter epsilon

101,1 		 np,nf (ODD Numb of pts per filament(<= NP if ic.dat), Num of filaments : this number must be coherent with the initial condition type set below) 
0.0019 	 ts (Timestep)

10000 		 number of time steps to take
1 		 time steps per plot
50 		 time steps per write to history file

8 		 number of periodic boxes (open filament) 
0 		 initial display mode of filament : 0 for curve, 1 for worm
1,2 		 simulation resolution, rotation resolution

3 		 verbose: Level of diagnostics
gamma_param[0],delta_bar[0],m_flux[0] =1, 1, 0
File written: Wed Sep 18 10:40:42 2002
Comments: 3D 





Ascii values of ux, uy and uz follow
0.402814 0.808533 -0.662497
0.400427 0.832838 -0.603188
0.397428 0.852788 -0.540991
0.393798 0.868582 -0.476547
0.389616 0.880648 -0.41046
0.385091 0.889586 -0.34324
0.380544 0.896046 -0.275269
0.376377 0.900596 -0.206809
0.373007 0.90364 -0.138034
0.370808 0.905402 -0.0690641
0.369913 0.905808 1.29151e-16
0.370674 0.905239 0.0690642
Ascii values of ux, uy and uz follow
0.379164 0.914529 -0.0690588
0.378404 0.915603 1.32995e-16
0.379364 0.914742 0.0690587
0.382186 0.912126 0.137979
0.386706 0.907651 0.20661
0.392682 0.901146 0.274777
0.399806 0.892383 0.342267
0.407702 0.88109 0.408818
0.415927 0.866965 0.474112
0.423997 0.849688 0.537768
0.43146 0.828949 0.599328
0.437964 0.804492 0.658265
0.443316 0.776167 0.714013
0.447475 0.743971 0.766027
0.450522 0.708046 0.813855
0.452609 0.668626 0.857178
0.453907 0.625971 0.895818
0.454557 0.580304 0.929698
0.454647 0.53178 0.958784
0.45419 0.480504 0.983027
0.453121 0.42657 1.00233
0.451316 0.370128 1.01654
0.448608 0.311425 1.0255
0.444833 0.250819 1.02915
0.439881 0.188757 1.02752
0.433747 0.125714 1.02084
0.426572 0.0621278 1.00948
0.418658 -0.001641 0.99391
0.410431 -0.0653244 0.974625
0.402372 -0.128731 0.952108
0.394946 -0.191722 0.926795
0.388551 -0.254198 0.899072
0.383515 -0.316084 0.869265
0.380104 -0.377313 0.837634
0.378511 -0.437812 0.804366
0.378832 -0.497489 0.769581
0.381047 -0.556217 0.733338
0.385025 -0.613833 0.69564
0.390546 -0.670117 0.65644
0.397325 -0.724793 0.615657
0.40501 -0.777519 0.573187
0.413178 -0.827888 0.528926
0.421354 -0.875434 0.48278
0.429064 -0.919624 0.43469
0.435918 -0.959878 0.384666
0.441666 -0.995618 0.332822
0.446218 -1.02633 0.279392
0.449621 -1.05165 0.224704
0.45201 -1.07135 0.169123
0.453552 -1.08537 0.112986
0.454405 -1.09375 0.0565535
0.454677 -1.09653 -3.66338e-16
0.454405 -1.09375 -0.0565535
0.453552 -1.08537 -0.112986
0.45201 -1.07135 -0.169123
0.449621 -1.05165 -0.224704
0.446218 -1.02633 -0.279392
0.441666 -0.995618 -0.332822
0.435918 -0.959878 -0.384666
0.429064 -0.919624 -0.43469
0.421354 -0.875434 -0.48278
0.413178 -0.827888 -0.528926
0.40501 -0.777519 -0.573187
0.397325 -0.724793 -0.615657
0.390546 -0.670117 -0.65644
0.385025 -0.613833 -0.69564
0.381047 -0.556217 -0.733338
0.378832 -0.497489 -0.769581
0.378511 -0.437812 -0.804366
0.380104 -0.377313 -0.837634
0.383515 -0.316084 -0.869265
0.388551 -0.254198 -0.899072
0.394946 -0.191722 -0.926795
0.402372 -0.128731 -0.952108
0.410431 -0.0653244 -0.974625
0.418658 -0.001641 -0.99391
0.426572 0.0621278 -1.00948
0.433747 0.125714 -1.02084
0.439881 0.188757 -1.02752
0.444833 0.250819 -1.02915
0.448608 0.311425 -1.0255
0.451316 0.370128 -1.01654
0.453121 0.42657 -1.00233
0.45419 0.480504 -0.983027
0.454647 0.53178 -0.958784
0.454557 0.580304 -0.929698
0.453907 0.625971 -0.895818
0.452609 0.668626 -0.857178
0.450522 0.708046 -0.813855
0.447475 0.743971 -0.766027
0.443316 0.776167 -0.714013
0.437964 0.804492 -0.658265
0.43146 0.828949 -0.599328
0.423997 0.849688 -0.537768
0.415927 0.866965 -0.474112
0.407702 0.88109 -0.408818
0.399806 0.892383 -0.342267
0.392682 0.901146 -0.274777
0.386706 0.907651 -0.20661
0.382186 0.912126 -0.137979
0.379364 0.914742 -0.0690587
0.378208 0.915384 1.3009e-16
0.379164 0.914529 0.0690588
Ascii values of ux, uy and uz follow
0.390561 0.926275 -0.0690523
0.389659 0.92764 1.44576e-16
0.390817 0.926534 0.0690522
0.394236 0.923189 0.137913
0.399763 0.917521 0.206383
0.407147 0.909396 0.274237
0.416057 0.898647 0.341227
0.426081 0.885114 0.407069
0.436758 0.868653 0.471455
0.447621 0.849146 0.534042
0.458244 0.826492 0.594453
0.468272 0.800599 0.652272
0.477426 0.771397 0.707064
0.485481 0.738843 0.758393
0.492251 0.702936 0.805851
0.497572 0.66372 0.849083
0.501305 0.621282 0.887802
0.503347 0.575738 0.921792
0.503641 0.527228 0.9509
0.502177 0.475914 0.975025
0.498998 0.421986 0.994105
0.494193 0.365673 1.00813
0.487889 0.307254 1.01714
0.480243 0.247044 1.02126
0.471433 0.185393 1.02068
0.461668 0.122657 1.01562
0.451208 0.0591852 1.00637
0.44038 -0.004699 0.993209
0.429591 -0.068706 0.976421
0.419297 -0.132586 0.956277
0.409967 -0.196127 0.933055
0.402032 -0.259157 0.907035
0.395855 -0.321533 0.878493
0.391711 -0.383129 0.847672
0.389788 -0.443817 0.814767
0.390174 -0.503452 0.779911
0.392853 -0.561865 0.743193
0.3977 -0.618854 0.704654
0.404498 -0.674174 0.664299
0.412942 -0.727537 0.622111
0.422644 -0.778623 0.57808
0.433156 -0.8271 0.532228
0.444007 -0.872616 0.484611
0.454753 -0.914803 0.435319
0.465014 -0.953263 0.384473
0.474487 -0.987584 0.332219
0.48293 -1.01736 0.278731
0.490148 -1.04222 0.224205
0.495968 -1.06185 0.168853
0.500244 -1.07602 0.112895
0.502859 -1.08458 0.0565435
0.503739 -1.08744 -4.83323e-16
0.502859 -1.08458 -0.0565435
0.500244 -1.07602 -0.112895
0.495968 -1.06185 -0.168853
0.490148 -1.04222 -0.224205
0.48293 -1.01736 -0.278731
0.474487 -0.987584 -0.332219
0.465014 -0.953263 -0.384473
0.454753 -0.914803 -0.435319
0.444007 -0.872616 -0.484611
0.433156 -0.8271 -0.532228
0.422644 -0.778623 -0.57808
0.412942 -0.727537 -0.622111
0.404498 -0.674174 -0.664299
0.3977 -0.618854 -0.704654
0.392853 -0.561865 -0.743193
0.390174 -0.503452 -0.779911
0.389788 -0.443817 -0.814767
0.391711 -0.383129 -0.847672
0.395855 -0.321533 -0.878493
0.402032 -0.259157 -0.907035
0.409967 -0.196127 -0.933055
0.419297 -0.132586 -0.956277
0.429591 -0.068706 -0.976421
0.44038 -0.004699 -0.993209
0.451208 0.0591852 -1.00637
0.461668 0.122657 -1.01562
0.471433 0.185393 -1.02068
0.480243 0.247044 -1.02126
0.487889 0.307254 -1.01714
0.494193 0.365673 -1.00813
0.498998 0.421986 -0.994105
0.502177 0.475914 -0.975025
0.503641 0.527228 -0.9509
0.503347 0.575738 -0.921792
0.501305 0.621282 -0.887802
0.497572 0.66372 -0.849083
0.492251 0.702936 -0.805851
0.485481 0.738843 -0.758393
0.477426 0.771397 -0.707064
0.468272 0.800599 -0.652272
0.458244 0.826492 -0.594453
0.447621 0.849146 -0.534042
0.436758 0.868653 -0.471455
0.426081 0.885114 -0.407069
0.416057 0.898647 -0.341227
0.407147 0.909396 -0.274237
0.399763 0.917521 -0.206383
0.394236 0.923189 -0.137913
0.390817 0.926534 -0.0690522
0.389407 0.927375 1.41914e-16
0.390561 0.926275 0.0690523
Ascii values of ux, uy and uz follow
0.404967 0.940147 -0.0690437
0.403996 0.941872 1.52998e-16
0.405294 0.940436 0.0690436
0.409111 0.936144 0.137832
0.415238 0.929046 0.206116
0.42339 0.919203 0.273655
0.433268 0.906662 0.340195
0.444592 0.891407 0.405448
0.457078 0.87333 0.46907
0.470389 0.852247 0.530666
0.484086 0.827942 0.589802
0.49764 0.800243 0.646044
0.510479 0.769087 0.698989
0.522057 0.734537 0.7483
0.53191 0.696767 0.793728
0.539681 0.656002 0.835117
0.545127 0.612469 0.872391
0.548098 0.566348 0.905524
0.548525 0.517762 0.934502
0.546397 0.466789 0.959291
0.541764 0.413496 0.979806
0.534746 0.35798 0.995917
0.525553 0.300396 1.00747
0.514503 0.240969 1.01432
0.502027 0.179987 1.01641
0.488648 0.11777 1.0138
0.474936 0.0546402 1.00671
0.461443 -0.0091025 0.995463
0.44864 -0.0731839 0.980468
0.436895 -0.137349 0.962105
0.426505 -0.201353 0.940672
0.417745 -0.264953 0.916359
0.410909 -0.327907 0.889273
0.406294 -0.389974 0.859482
0.404141 -0.450914 0.82706
0.404575 -0.510493 0.792109
0.407569 -0.568491 0.754763
0.412955 -0.624711 0.71518
0.420466 -0.678973 0.673536
0.429801 -0.73109 0.630001
0.440673 -0.780831 0.58472
0.452806 -0.827877 0.537791
0.465885 -0.871818 0.489262
0.479509 -0.912179 0.43916
0.493173 -0.948486 0.387537
0.506313 -0.980323 0.33451
0.518368 -1.00739 0.280278
0.528841 -1.02951 0.225105
0.537339 -1.04663 0.16927
0.543581 -1.05879 0.113023
0.547388 -1.06604 0.0565569
0.548667 -1.06845 -5.77204e-16
0.547388 -1.06604 -0.0565569
0.543581 -1.05879 -0.113023
0.537339 -1.04663 -0.16927
0.528841 -1.02951 -0.225105
0.518368 -1.00739 -0.280278
0.506313 -0.980323 -0.33451
0.493173 -0.948486 -0.387537
0.479509 -0.912179 -0.43916
0.465885 -0.871818 -0.489262
0.452806 -0.827877 -0.537791
0.440673 -0.780831 -0.58472
0.429801 -0.73109 -0.630001
0.420466 -0.678973 -0.673536
0.412955 -0.624711 -0.71518
0.407569 -0.568491 -0.754763
0.404575 -0.510493 -0.792109
0.404141 -0.450914 -0.82706
0.406294 -0.389974 -0.859482
0.410909 -0.327907 -0.889273
0.417745 -0.264953 -0.916359
0.426505 -0.201353 -0.940672
0.436895 -0.137349 -0.962105
0.44864 -0.0731839 -0.980468
0.461443 -0.0091025 -0.995463
0.474936 0.0546402 -1.00671
0.488648 0.11777 -1.0138
0.502027 0.179987 -1.01641
0.514503 0.240969 -1.01432
0.525553 0.300396 -1.00747
0.534746 0.35798 -0.995917
0.541764 0.413496 -0.979806
0.546397 0.466789 -0.959291
0.548525 0.517762 -0.934502
0.548098 0.566348 -0.905524
0.545127 0.612469 -0.872391
0.539681 0.656002 -0.835117
0.53191 0.696767 -0.793728
0.522057 0.734537 -0.7483
0.510479 0.769087 -0.698989
0.49764 0.800243 -0.646044
0.484086 0.827942 -0.589802
0.470389 0.852247 -0.530666
0.457078 0.87333 -0.46907
0.444592 0.891407 -0.405448
0.433268 0.906662 -0.340195
0.42339 0.919203 -0.273655
0.415238 0.929046 -0.206116
0.409111 0.936144 -0.137832
0.405294 0.940436 -0.0690436
0.403669 0.941575 1.55612e-16
0.404967 0.940147 0.0690437
Ascii values of ux, uy and uz follow
0.422071 0.95383 -0.0690468
0.421266 0.955513 7.70136e-17
0.422401 0.954097 0.0690469
0.425867 0.949813 0.137854
0.431805 0.942576 0.20614
0.440322 0.932277 0.273566
0.451375 0.918809 0.339739
0.464696 0.902063 0.404245
0.479785 0.881921 0.466672
0.495967 0.858262 0.526623
0.512472 0.831022 0.583728
0.528524 0.80024 0.637662
0.54342 0.766085 0.688162
0.556584 0.728833 0.735048
0.567583 0.688812 0.778232
0.576128 0.646345 0.817712
0.582048 0.601687 0.853555
0.585254 0.554999 0.885862
0.585714 0.506339 0.914716
0.583421 0.45569 0.940146
0.578399 0.403006 0.962091
0.570715 0.348263 0.980393
0.560508 0.291502 0.994815
0.548025 0.232856 1.00508
0.533649 0.17254 1.01093
0.517909 0.110836 1.01217
0.501472 0.048052 1.00875
0.485095 -0.0155042 1.00075
0.46956 -0.0795413 0.98838
0.455584 -0.143776 0.971921
0.443733 -0.207917 0.951688
0.434355 -0.271658 0.927986
0.427564 -0.334706 0.901107
0.423291 -0.396802 0.871325
0.421391 -0.457736 0.838876
0.421769 -0.517319 0.803932
0.424444 -0.575341 0.766598
0.429542 -0.631539 0.726946
0.437195 -0.685582 0.685044
0.447421 -0.737091 0.640987
0.46003 -0.785656 0.594888
0.474598 -0.830861 0.546854
0.490498 -0.872293 0.496981
0.506983 -0.909581 0.445379
0.523269 -0.942426 0.392221
0.538622 -0.970644 0.337758
0.552418 -0.994177 0.282308
0.564178 -1.01308 0.226205
0.573565 -1.02749 0.169751
0.580373 -1.0376 0.113165
0.58449 -1.04358 0.0565714
0.585867 -1.04556 -5.64371e-16
0.58449 -1.04358 -0.0565714
0.580373 -1.0376 -0.113165
0.573565 -1.02749 -0.169751
0.564178 -1.01308 -0.226205
0.552418 -0.994177 -0.282308
0.538622 -0.970644 -0.337758
0.523269 -0.942426 -0.392221
0.506983 -0.909581 -0.445379
0.490498 -0.872293 -0.496981
0.474598 -0.830861 -0.546854
0.46003 -0.785656 -0.594888
0.447421 -0.737091 -0.640987
0.437195 -0.685582 -0.685044
0.429542 -0.631539 -0.726946
0.424444 -0.575341 -0.766598
0.421769 -0.517319 -0.803932
0.421391 -0.457736 -0.838876
0.423291 -0.396802 -0.871325
0.427564 -0.334706 -0.901107
0.434355 -0.271658 -0.927986
0.443733 -0.207917 -0.951688
0.455584 -0.143776 -0.971921
0.46956 -0.0795413 -0.98838
0.485095 -0.0155042 -1.00075
0.501472 0.048052 -1.00875
0.517909 0.110836 -1.01217
0.533649 0.17254 -1.01093
0.548025 0.232856 -1.00508
0.560508 0.291502 -0.994815
0.570715 0.348263 -0.980393
0.578399 0.403006 -0.962091
0.583421 0.45569 -0.940146
0.585714 0.506339 -0.914716
0.585254 0.554999 -0.885862
0.582048 0.601687 -0.853555
0.576128 0.646345 -0.817712
0.567583 0.688812 -0.778232
0.556584 0.728833 -0.735048
0.54342 0.766085 -0.688162
0.528524 0.80024 -0.637662
0.512472 0.831022 -0.583728
0.495967 0.858262 -0.526623
0.479785 0.881921 -0.466672
0.464696 0.902063 -0.404245
0.451375 0.918809 -0.339739
0.440322 0.932277 -0.273566
0.431805 0.942576 -0.20614
0.425867 0.949813 -0.137854
0.422401 0.954097 -0.0690469
0.420941 0.955255 7.63095e-17
0.422071 0.95383 0.0690468
Ascii values of ux, uy and uz follow
0.437842 0.969413 -0.0690381
0.436512 0.971137 2.38909e-17
0.438163 0.969784 0.0690377
0.443061 0.965624 0.137765
0.451044 0.958382 0.205843
0.461842 0.947687 0.272879
0.47508 0.933157 0.338423
0.490278 0.9145 0.401983
0.506861 0.891587 0.463061
0.524179 0.864501 0.521216
0.541539 0.833531 0.576125
0.558238 0.799109 0.627606
0.573621 0.761721 0.675609
0.58713 0.721831 0.720169
0.598347 0.679825 0.761365
0.607006 0.63599 0.799296
0.612968 0.590499 0.834067
0.616184 0.543412 0.865789
0.616643 0.494702 0.894558
0.614346 0.44428 0.920435
0.609296 0.392045 0.943422
0.601527 0.337918 0.963441
0.59114 0.281873 0.980322
0.578356 0.223946 0.993798
0.563542 0.164239 1.00352
0.547212 0.102926 1.00907
0.529996 0.0402653 1.01004
0.512586 -0.0233978 1.00611
0.495683 -0.0876497 0.997097
0.479955 -0.15206 0.983086
0.466005 -0.216238 0.964368
0.454347 -0.279875 0.941407
0.44539 -0.342746 0.91475
0.439441 -0.404688 0.884935
0.436696 -0.465552 0.852414
0.437247 -0.525144 0.817489
0.441076 -0.583184 0.780283
0.448055 -0.639275 0.740767
0.457951 -0.692921 0.698824
0.470424 -0.743555 0.654334
0.485028 -0.790592 0.60725
0.501218 -0.833503 0.557657
0.518367 -0.871889 0.505799
0.535791 -0.905543 0.452053
0.552787 -0.934464 0.396875
0.568676 -0.958813 0.340725
0.582864 -0.978838 0.284011
0.594882 -0.994809 0.227058
0.604415 -1.00697 0.170098
0.611284 -1.0155 0.113263
0.615418 -1.02057 0.056581
0.616796 -1.02225 -5.33587e-16
0.615418 -1.02057 -0.056581
0.611284 -1.0155 -0.113263
0.604415 -1.00697 -0.170098
0.594882 -0.994809 -0.227058
0.582864 -0.978838 -0.284011
0.568676 -0.958813 -0.340725
0.552787 -0.934464 -0.396875
0.535791 -0.905543 -0.452053
0.518367 -0.871889 -0.505799
0.501218 -0.833503 -0.557657
0.485028 -0.790592 -0.60725
0.470424 -0.743555 -0.654334
0.457951 -0.692921 -0.698824
0.448055 -0.639275 -0.740767
0.441076 -0.583184 -0.780283
0.437247 -0.525144 -0.817489
0.436696 -0.465552 -0.852414
0.439441 -0.404688 -0.884935
0.44539 -0.342746 -0.91475
0.454347 -0.279875 -0.941407
0.466005 -0.216238 -0.964368
0.479955 -0.15206 -0.983086
0.495683 -0.0876497 -0.997097
0.512586 -0.0233978 -1.00611
0.529996 0.0402653 -1.01004
0.547212 0.102926 -1.00907
0.563542 0.164239 -1.00352
0.578356 0.223946 -0.993798
0.59114 0.281873 -0.980322
0.601527 0.337918 -0.963441
0.609296 0.392045 -0.943422
0.614346 0.44428 -0.920435
0.616643 0.494702 -0.894558
0.616184 0.543412 -0.865789
0.612968 0.590499 -0.834067
0.607006 0.63599 -0.799296
0.598347 0.679825 -0.761365
0.58713 0.721831 -0.720169
0.573621 0.761721 -0.675609
0.558238 0.799109 -0.627606
0.541539 0.833531 -0.576125
0.524179 0.864501 -0.521216
0.506861 0.891587 -0.463061
0.490278 0.9145 -0.401983
0.47508 0.933157 -0.338423
0.461842 0.947687 -0.272879
0.451044 0.958382 -0.205843
0.443061 0.965624 -0.137765
0.438163 0.969784 -0.0690377
0.436203 0.970761 2.11009e-17
0.437842 0.969413 0.0690381
Ascii values of ux, uy and uz follow
0.456103 0.990722 -0.0690141
0.454402 0.99303 -6.74517e-18
0.456528 0.991195 0.0690136
0.462777 0.985651 0.137534
0.472769 0.97629 0.205085
0.485912 0.96296 0.271224
0.501453 0.945514 0.33554
0.518562 0.923866 0.397649
0.536421 0.898037 0.457185
0.554284 0.868177 0.513797
0.571512 0.834565 0.567172
0.587574 0.797598 0.617067
0.602027 0.757764 0.66336
0.614518 0.715589 0.706076
0.624783 0.671578 0.745383
0.632657 0.626139 0.781556
0.638059 0.579538 0.814923
0.640967 0.531874 0.845801
0.641382 0.483088 0.87444
0.639306 0.433 0.900977
0.634734 0.381372 0.925391
0.627679 0.327964 0.947496
0.618197 0.272594 0.966943
0.606423 0.215187 0.983266
0.592589 0.155801 0.995945
0.577019 0.0946349 1.00449
0.560125 0.0320067 1.00849
0.542409 -0.0316885 1.00768
0.524471 -0.0960344 1.00193
0.507023 -0.160639 0.991249
0.490866 -0.225158 0.975755
0.476835 -0.289292 0.955688
0.465717 -0.35276 0.931361
0.458166 -0.415266 0.903126
0.454639 -0.47647 0.871328
0.455349 -0.535979 0.836264
0.460254 -0.593359 0.798172
0.469055 -0.648148 0.757218
0.481225 -0.69988 0.713506
0.496056 -0.748113 0.667113
0.512736 -0.792452 0.618139
0.530433 -0.832566 0.566752
0.548371 -0.8682 0.513223
0.565875 -0.899185 0.45792
0.582378 -0.925468 0.401293
0.597412 -0.947135 0.343824
0.61059 -0.964424 0.285977
0.62162 -0.9777 0.228139
0.630304 -0.987401 0.170576
0.636535 -0.993959 0.113405
0.640275 -0.997736 0.0565956
0.641521 -0.998968 -4.68819e-16
0.640275 -0.997736 -0.0565956
0.636535 -0.993959 -0.113405
0.630304 -0.987401 -0.170576
0.62162 -0.9777 -0.228139
0.61059 -0.964424 -0.285977
0.597412 -0.947135 -0.343824
0.582378 -0.925468 -0.401293
0.565875 -0.899185 -0.45792
0.548371 -0.8682 -0.513223
0.530433 -0.832566 -0.566752
0.512736 -0.792452 -0.618139
0.496056 -0.748113 -0.667113
0.481225 -0.69988 -0.713506
0.469055 -0.648148 -0.757218
0.460254 -0.593359 -0.798172
0.455349 -0.535979 -0.836264
0.454639 -0.47647 -0.871328
0.458166 -0.415266 -0.903126
0.465717 -0.35276 -0.931361
0.476835 -0.289292 -0.955688
0.490866 -0.225158 -0.975755
0.507023 -0.160639 -0.991249
0.524471 -0.0960344 -1.00193
0.542409 -0.0316885 -1.00768
0.560125 0.0320067 -1.00849
0.577019 0.0946349 -1.00449
0.592589 0.155801 -0.995945
0.606423 0.215187 -0.983266
0.618197 0.272594 -0.966943
0.627679 0.327964 -0.947496
0.634734 0.381372 -0.925391
0.639306 0.433 -0.900977
0.641382 0.483088 -0.87444
0.640967 0.531874 -0.845801
0.638059 0.579538 -0.814923
0.632657 0.626139 -0.781556
0.624783 0.671578 -0.745383
0.614518 0.715589 -0.706076
0.602027 0.757764 -0.66336
0.587574 0.797598 -0.617067
0.571512 0.834565 -0.567172
0.554284 0.868177 -0.513797
0.536421 0.898037 -0.457185
0.518562 0.923866 -0.397649
0.501453 0.945514 -0.33554
0.485912 0.96296 -0.271224
0.472769 0.97629 -0.205085
0.462777 0.985651 -0.137534
0.456528 0.991195 -0.0690136
0.453983 0.992545 -3.8431e-18
0.456103 0.990722 0.0690141
Ascii values of ux, uy and uz follow
0.481105 1.01522 -0.0689901
0.47952 1.01825 3.60661e-18
0.481681 1.01571 0.0689899
0.488052 1.00814 0.137305
0.498305 0.99577 0.204331
0.511893 0.97882 0.269545
0.528073 0.957502 0.332523
0.545946 0.931991 0.392927
0.564534 0.902486 0.450498
0.582879 0.869263 0.505045
0.600137 0.83271 0.556441
0.615654 0.793311 0.604618
0.629002 0.751602 0.649572
0.639982 0.7081 0.691361
0.648578 0.663244 0.73011
0.654897 0.617339 0.765998
0.659091 0.570528 0.799245
0.6613 0.5228 0.830081
0.661613 0.474009 0.858715
0.660042 0.423927 0.885296
0.656523 0.372299 0.909884
0.65093 0.318896 0.932416
0.643109 0.263568 0.952702
0.632929 0.206271 0.970424
0.620358 0.147081 0.985166
0.605529 0.0861766 0.996455
0.588789 0.0238125 1.00382
0.570721 -0.0397172 1.00684
0.552111 -0.104108 1.00521
0.53389 -0.169057 0.998731
0.51704 -0.234251 0.987344
0.502497 -0.299333 0.971047
0.491061 -0.363865 0.949869
0.483349 -0.427307 0.923854
0.479761 -0.48904 0.893103
0.480483 -0.548428 0.857833
0.485477 -0.604894 0.818411
0.494486 -0.657969 0.775301
0.507035 -0.707288 0.728986
0.522445 -0.752569 0.679885
0.53986 -0.793585 0.628338
0.558319 -0.830183 0.574647
0.576846 -0.862299 0.519129
0.59455 -0.889981 0.462164
0.610706 -0.913382 0.404188
0.62481 -0.932741 0.345669
0.636589 -0.948357 0.287049
0.645973 -0.960554 0.228686
0.653035 -0.96965 0.170803
0.657919 -0.975925 0.113469
0.660777 -0.979598 0.056602
0.661717 -0.980807 -5.30936e-16
0.660777 -0.979598 -0.056602
0.657919 -0.975925 -0.113469
0.653035 -0.96965 -0.170803
0.645973 -0.960554 -0.228686
0.636589 -0.948357 -0.287049
0.62481 -0.932741 -0.345669
0.610706 -0.913382 -0.404188
0.59455 -0.889981 -0.462164
0.576846 -0.862299 -0.519129
0.558319 -0.830183 -0.574647
0.53986 -0.793585 -0.628338
0.522445 -0.752569 -0.679885
0.507035 -0.707288 -0.728986
0.494486 -0.657969 -0.775301
0.485477 -0.604894 -0.818411
0.480483 -0.548428 -0.857833
0.479761 -0.48904 -0.893103
0.483349 -0.427307 -0.923854
0.491061 -0.363865 -0.949869
0.502497 -0.299333 -0.971047
0.51704 -0.234251 -0.987344
0.53389 -0.169057 -0.998731
0.552111 -0.104108 -1.00521
0.570721 -0.0397172 -1.00684
0.588789 0.0238125 -1.00382
0.605529 0.0861766 -0.996455
0.620358 0.147081 -0.985166
0.632929 0.206271 -0.970424
0.643109 0.263568 -0.952702
0.65093 0.318896 -0.932416
0.656523 0.372299 -0.909884
0.660042 0.423927 -0.885296
0.661613 0.474009 -0.858715
0.6613 0.5228 -0.830081
0.659091 0.570528 -0.799245
0.654897 0.617339 -0.765998
0.648578 0.663244 -0.73011
0.639982 0.7081 -0.691361
0.629002 0.751602 -0.649572
0.615654 0.793311 -0.604618
0.600137 0.83271 -0.556441
0.582879 0.869263 -0.505045
0.564534 0.902486 -0.450498
0.545946 0.931991 -0.392927
0.528073 0.957502 -0.332523
0.511893 0.97882 -0.269545
0.498305 0.99577 -0.204331
0.488052 1.00814 -0.137305
0.481681 1.01571 -0.0689899
0.478938 1.01776 7.80434e-18
0.481105 1.01522 0.0689901
Ascii values of ux, uy and uz follow
0.512358 1.03905 -0.0689729
0.510901 1.04253 1.06284e-16
0.513044 1.03953 0.0689723
0.519317 1.03057 0.137128
0.52928 1.01579 0.203708
0.542261 0.995441 0.268068
0.557447 0.969939 0.329724
0.573976 0.939853 0.38838
0.591009 0.905873 0.44393
0.60778 0.868728 0.496415
0.623625 0.829099 0.545951
0.638017 0.787556 0.592654
0.650585 0.744541 0.636591
0.661118 0.70037 0.677789
0.669536 0.655252 0.716273
0.675847 0.609298 0.752099
0.680106 0.562516 0.785378
0.682376 0.514819 0.816258
0.682699 0.466033 0.8449
0.681081 0.415932 0.871443
0.677491 0.364284 0.895979
0.671871 0.310892 0.91853
0.66416 0.255637 0.939057
0.654329 0.198493 0.957454
0.642422 0.13952 0.973555
0.628605 0.0788389 0.987106
0.613193 0.0166041 0.997737
0.596664 -0.0470079 1.00494
0.579637 -0.111779 1.00809
0.56285 -0.177415 1.00653
0.547121 -0.243515 0.999659
0.53331 -0.309571 0.987064
0.522258 -0.374983 0.968552
0.514692 -0.439082 0.944154
0.51114 -0.501153 0.914085
0.511857 -0.560464 0.878687
0.516789 -0.616309 0.838382
0.525587 -0.66806 0.79365
0.537647 -0.715227 0.74502
0.552193 -0.75752 0.693074
0.56837 -0.794887 0.638442
0.585324 -0.827511 0.581775
0.602262 -0.855755 0.523703
0.618482 -0.880058 0.464787
0.633407 -0.900833 0.405496
0.646614 -0.918396 0.346206
0.657841 -0.932956 0.287208
0.666966 -0.944654 0.228701
0.673974 -0.953599 0.170788
0.67891 -0.959891 0.113461
0.681837 -0.963622 0.0566009
0.682806 -0.964858 -4.4018e-16
0.681837 -0.963622 -0.0566009
0.67891 -0.959891 -0.113461
0.673974 -0.953599 -0.170788
0.666966 -0.944654 -0.228701
0.657841 -0.932956 -0.287208
0.646614 -0.918396 -0.346206
0.633407 -0.900833 -0.405496
0.618482 -0.880058 -0.464787
0.602262 -0.855755 -0.523703
0.585324 -0.827511 -0.581775
0.56837 -0.794887 -0.638442
0.552193 -0.75752 -0.693074
0.537647 -0.715227 -0.74502
0.525587 -0.66806 -0.79365
0.516789 -0.616309 -0.838382
0.511857 -0.560464 -0.878687
0.51114 -0.501153 -0.914085
0.514692 -0.439082 -0.944154
0.522258 -0.374983 -0.968552
0.53331 -0.309571 -0.987064
0.547121 -0.243515 -0.999659
0.56285 -0.177415 -1.00653
0.579637 -0.111779 -1.00809
0.596664 -0.0470079 -1.00494
0.613193 0.0166041 -0.997737
0.628605 0.0788389 -0.987106
0.642422 0.13952 -0.973555
0.654329 0.198493 -0.957454
0.66416 0.255637 -0.939057
0.671871 0.310892 -0.91853
0.677491 0.364284 -0.895979
0.681081 0.415932 -0.871443
0.682699 0.466033 -0.8449
0.682376 0.514819 -0.816258
0.680106 0.562516 -0.785378
0.675847 0.609298 -0.752099
0.669536 0.655252 -0.716273
0.661118 0.70037 -0.677789
0.650585 0.744541 -0.636591
0.638017 0.787556 -0.592654
0.623625 0.829099 -0.545951
0.60778 0.868728 -0.496415
0.591009 0.905873 -0.44393
0.573976 0.939853 -0.38838
0.557447 0.969939 -0.329724
0.542261 0.995441 -0.268068
0.52928 1.01579 -0.203708
0.519317 1.03057 -0.137128
0.513044 1.03953 -0.0689723
0.510216 1.04204 1.05942e-16
0.512358 1.03905 0.0689729
